iteration,time_this_iter_s,time_total_s,num_env_steps_sampled_this_iter,num_env_steps_sampled_lifetime,episode_return_mean_training,episode_len_mean_training,p0_reward_mean,p1_reward_mean,p0_total_loss,p0_policy_loss,p0_vf_loss,p0_entropy,p0_kl_loss,p0_vf_explained_var,p1_total_loss,p1_policy_loss,p1_vf_loss,p1_entropy,p1_kl_loss,p1_vf_explained_var
88,32.61865592002869,2824.4534430503845,16160,1422080,4.548076923076923,505.0,4.126923076923076,0.42115384615384627,0.6116238236427307,0.25733035802841187,0.3315495550632477,67.8175048828125,0.03155306354165077,0.26922374963760376,-0.0832429900765419,-0.28762325644493103,0.18792890012264252,64.03202056884766,0.01711750216782093,-0.002892017364501953
89,32.79713988304138,2857.250582933426,16160,1438240,4.357692307692306,505.0,3.744230769230767,0.6134615384615386,0.5946118235588074,0.08608359098434448,0.4893316328525543,67.2549057006836,0.017754631116986275,0.2713128328323364,0.19462259113788605,0.1275777369737625,0.05220979452133179,63.870914459228516,0.015435735695064068,-0.08608245849609375
90,34.05559968948364,2891.3061826229095,16160,1454400,0.1,505.0,0.1,0.0,0.19841128587722778,0.18884770572185516,0.0005861555109731853,66.90013122558594,0.008303089998662472,-1.0,-0.08044225722551346,-0.09705031663179398,0.000267514813458547,64.90261840820312,0.017002202570438385,-1.0
91,34.4805383682251,2925.7867209911346,16160,1470560,0.0,505.0,0.0,0.0,-0.11177638918161392,-0.13984254002571106,0.00020876791677437723,67.61544036865234,0.025764795020222664,-1.0,0.0002741813659667969,-0.021816730499267578,0.0002041896223090589,63.95877456665039,0.022772951051592827,-1.0
92,33.9995653629303,2959.786286354065,16160,1486720,0.1076923076923077,505.0,0.1076923076923077,0.0,-0.05658745765686035,-0.06404023617506027,0.0024230319540947676,66.73933410644531,0.0031012753024697304,0.027036309242248535,0.016037171706557274,-0.00489824078977108,6.005650357110426e-05,64.52574920654297,0.014480426907539368,-1.0
93,34.714746952056885,2994.501033306122,16160,1502880,0.057692307692307696,505.0,0.057692307692307696,0.0,0.1466580182313919,0.1386798471212387,0.00014363278751261532,67.31490325927734,0.009661372750997543,-1.0,0.09655210375785828,0.07249338179826736,4.761137824971229e-05,63.78877639770508,0.016655579209327698,-1.0
94,34.71546697616577,3029.2165002822876,16160,1519040,13.227884615384603,505.0,10.115384615384604,3.112499999999999,1.686532974243164,-0.3491189479827881,2.0189948081970215,67.81633758544922,0.020540935918688774,0.09880203008651733,0.4551519751548767,-0.10804621875286102,0.5457701086997986,63.694053649902344,0.012089164927601814,0.04524022340774536
95,34.504562854766846,3063.7210631370544,16160,1535200,0.0,505.0,0.0,0.0,-0.0737922191619873,-0.10439066588878632,0.0002198645961470902,67.48489379882812,0.024974752217531204,-1.0,-0.08571693301200867,-0.10463357716798782,0.0007308733183890581,62.762577056884766,0.012614761479198933,-1.0
96,34.50073003768921,3098.2217931747437,16160,1551360,1.9721153846153843,505.0,1.1846153846153848,0.7875000000000001,0.15964281558990479,0.0008290625992231071,0.14291426539421082,66.85586547851562,0.008714153431355953,-0.0006632804870605469,0.11864480376243591,-0.030561555176973343,0.13687562942504883,64.71549224853516,0.00855335034430027,-0.015077710151672363
97,33.360474824905396,3131.582267999649,16160,1567520,32.199038461538464,505.0,21.536538461538473,10.662499999999985,2.539309024810791,-0.09945879876613617,2.620628595352173,67.04789733886719,0.009941698051989079,0.003182053565979004,1.162752389907837,0.1521364152431488,0.9966837763786316,64.27266693115234,0.00966423749923706,0.026716113090515137
98,33.359971046447754,3164.942239046097,16160,1583680,16.57211538461537,505.0,12.539423076923065,4.0326923076923045,1.1582632064819336,-0.026094894856214523,1.160249948501587,67.18683624267578,0.013213135302066803,0.07040554285049438,0.4358145594596863,0.08438628911972046,0.3352341949939728,64.76496124267578,0.011233202181756496,0.022087931632995605
99,33.5645706653595,3198.5068097114563,16160,1599840,0.45288461538461544,505.0,0.45288461538461544,0.0,0.18004576861858368,0.16196922957897186,0.003207672853022814,66.80393981933594,0.008149305358529091,-1.0,0.3082940876483917,0.28900855779647827,0.0008753021829761565,64.63570404052734,0.012770483270287514,-1.0
100,33.09866952896118,3231.6054792404175,16160,1616000,7.144230769230768,505.0,4.600961538461538,2.5432692307692304,0.7088946104049683,0.3202773332595825,0.37589848041534424,66.72332000732422,0.00697088660672307,-0.012782573699951172,0.24785631895065308,0.020236223936080933,0.21522606909275055,64.91146087646484,0.008597242645919323,-0.017056822776794434
